text_context,label,event_id,is_event_member,rendering_order,parent_index,depth,contains_date,contains_time,text_length,score,row_id,pred_cluster
pre-sacac conference meeting for all existing sig leaders,Description,18.0,1,869,863,26,False,False,57,0.9929711550243555,744,17
sacac leads 2026 - session 4,NameLink,19.0,1,886,885,27,False,False,28,0.9960880894967223,748,18
9:00 am - 11:00 am,StartEndTime,19.0,1,887,884,26,False,True,18,0.9987268148354633,749,18
sacac 2026 annual conference,NameLink,20.0,1,908,907,27,False,False,28,0.9958492974624422,755,19
11:00 am - 12:00 pm,StartEndTime,21.0,1,930,927,26,False,True,19,0.9991258894121661,762,20
11:00 am - 12:00 pm,StartEndTime,22.0,1,951,948,26,False,True,19,0.9991538896823356,768,21
christian special interest group (sig) meeting,NameLink,23.0,1,971,970,27,False,False,46,0.9907101439257205,773,22
10:00 am - 11:00 am,StartEndTime,23.0,1,972,969,26,False,True,19,0.9989949806811289,774,22
this will be a time for fellowship and discussion. questions? contact bonnie tolier (btoliver@whitefieldacademy.com) or ben blue (blueb@appstate.edu).,Description,23.0,1,975,969,26,False,False,150,0.9898887018296832,775,22
campus programmers & campus tour guides sig meeting,NameLink,24.0,1,993,992,27,False,False,51,0.9903116072077491,780,23
12:00 pm - 1:00 pm,StartEndTime,24.0,1,994,991,26,False,True,18,0.9990485476481576,781,23
"details to come! questions or concerns? contact sara bayliss (sbayliss@jpiichs.org), sig coordinator.",Description,24.0,1,997,991,26,False,False,101,0.9927653239315263,782,23
12:00 pm - 1:00 pm,StartEndTime,25.0,1,1016,1013,26,False,True,18,0.9988889403034403,788,24
10:00 am - 11:00 am,StartEndTime,26.0,1,1037,1034,26,False,True,19,0.9989949806811289,794,25
lgbtqia+ special interest group meeting,NameLink,27.0,1,1058,1057,27,False,False,39,0.9948985063553895,800,26
12:00 pm - 1:00 pm,StartEndTime,24.0,1,1059,1056,26,False,True,18,0.9992354402659087,801,26
2026 ias forum,NameLink,28.0,1,1080,1079,27,False,False,14,0.9977869218671243,807,27
sacac summer board,NameLink,29.0,1,1101,1100,27,False,False,18,0.9947424438249515,813,28
10,Date,29.0,1,1115,1113,28,False,False,2,0.9854272820428416,817,29
nacac conference 2026,NameLink,30.0,1,1120,1119,27,False,False,21,0.9919002860970325,818,29
12:00 am,StartEndTime,30.0,1,1121,1118,26,False,True,8,0.998723071656744,819,29
12:00 am,StartEndTime,30.0,1,1121,1118,26,False,True,8,0.998723071656744,819,29
jan 2026,Date,30.0,1,1132,1129,27,True,False,8,0.9977867529754866,820,30
jan 2026,Date,30.0,1,1132,1129,27,True,False,8,0.9977867529754866,820,30
