text_context,label,event_id,is_event_member,rendering_order,parent_index,depth,contains_date,contains_time,text_length,score,row_id,pred_cluster
"jeffery p. hazell gymnasium, north campus",Location,8.0,1,665,654,18,False,False,41,0.9430189082335344,1897,4
"west haven, ct",Location,8.0,1,667,666,19,False,False,14,0.9554215223855976,1898,4
"west haven, ct",Location,8.0,1,667,666,19,False,False,14,0.9554215223855976,1898,4
salem state university,Name,9.0,1,675,674,19,False,False,22,0.9932652935705372,1900,4
"tuesday, october 14th",Date,9.0,1,677,676,19,True,False,21,0.9660733672320676,1901,4
9am,StartTime,9.0,1,680,679,20,False,True,3,0.9969568311834881,1902,4
12pm,EndTime,9.0,1,683,682,20,False,True,4,0.9954585489128596,1903,4
o'keefe complex,Location,9.0,1,686,685,20,False,False,15,0.9802811935428796,1904,4
o'keefe complex,Location,9.0,1,686,685,20,False,False,15,0.9802811935428796,1904,4
"salem, ma",Location,9.0,1,687,673,18,False,False,9,0.971353767647755,1905,4
"salem, ma",Location,9.0,1,687,673,18,False,False,9,0.971353767647755,1905,4
berkshire community college,Name,10.0,1,692,691,18,False,False,27,0.9851882692541775,1907,4
"friday, october 17th",Date,10.0,1,694,693,19,True,False,20,0.9719874116337107,1908,4
9am,StartTime,10.0,1,696,695,19,False,True,3,0.9826789005798188,1909,4
11am,EndTime,10.0,1,698,697,19,False,True,4,0.9679459578378391,1910,4
paterson field house,Location,10.0,1,701,700,20,False,False,20,0.9181347459787899,1911,4
"pittsfield, ma",Location,10.0,1,702,691,18,False,False,14,0.9926504845411902,1912,4
"pittsfield, ma",Location,10.0,1,702,691,18,False,False,14,0.9926504845411902,1912,4
exhibitor guidelines can be found,Other,,0,710,709,14,False,False,33,0.7008950247654872,1914,4
"fri feb 13, 2026",Other,,0,804,803,13,True,False,16,0.9973525333146631,1938,5
"tue mar 10, 2026",Other,,0,811,810,13,True,False,16,0.9973525333146631,1941,5
category: career colloquium,Other,,0,814,810,13,False,False,27,0.7858111675460309,1943,5
"wed mar 25, 2026",Other,,0,818,817,13,True,False,16,0.9980438903632725,1944,5
category: spring fairs,Other,,0,821,817,13,False,False,22,0.9129970661279202,1946,5
